Conc_10uM,,Conc_20uM,,Conc_40uM,,Conc_80uM,,Conc_160uM,,Conc_320uM,
656.9827271,0.01621681266,656.9827271,0.01460773498,656.9827271,0.01431147568,656.9827271,0.01244616043,656.9827271,0.01426177099,656.9827271,0.01404686086
655.9613037,0.01624749973,655.9613037,0.01453152299,655.9613037,0.01505933702,655.9613037,0.01434144098,655.9613037,0.0141677279,655.9613037,0.01340148319
654.9395752,0.01594534144,654.9395752,0.01478896197,654.9395752,0.01436335314,654.9395752,0.01472484879,654.9395752,0.01439883374,654.9395752,0.01390303951
654.0635376,0.01573034748,654.0635376,0.0153715536,654.0635376,0.01403188799,654.0635376,0.01435505878,654.0635376,0.01451741718,654.0635376,0.01352299936
653.0412598,0.01631484926,653.0412598,0.01440964453,653.0412598,0.01444927696,653.0412598,0.01415459719,653.0412598,0.01512695663,653.0412598,0.01395959966
652.0186768,0.01600104012,652.0186768,0.01415213663,652.0186768,0.01403234247,652.0186768,0.01425898913,652.0186768,0.01405431982,652.0186768,0.01406399906
650.9957275,0.01552176382,650.9957275,0.01510840934,650.9957275,0.01448827051,650.9957275,0.01412477903,650.9957275,0.01455309801,650.9957275,0.01361778472
649.9724731,0.01606179588,649.9724731,0.01488973014,649.9724731,0.01380052324,649.9724731,0.01382564195,649.9724731,0.0142982332,649.9724731,0.01418644935
648.9489746,0.01623664424,648.9489746,0.01448128466,648.9489746,0.01407373138,648.9489746,0.01372653618,648.9489746,0.01463177614,648.9489746,0.0134455096
648.0714111,0.01570168138,648.0714111,0.01414111815,648.0714111,0.01392308623,648.0714111,0.01408675406,648.0714111,0.01397812553,648.0714111,0.0136390198
647.0473022,0.01564945653,647.0473022,0.01431663986,647.0473022,0.0141628338,647.0473022,0.01432220452,647.0473022,0.01406014897,647.0473022,0.01326924562
646.0228882,0.0160486605,646.0228882,0.01339470223,646.0228882,0.01410079189,646.0228882,0.01351397298,646.0228882,0.01444579754,646.0228882,0.01387481578
644.9981689,0.016240675,644.9981689,0.01432993636,644.9981689,0.01394035388,644.9981689,0.01355355047,644.9981689,0.01418997999,644.9981689,0.01328643318
643.9731445,0.01573074982,643.9731445,0.0144865578,643.9731445,0.01442133822,643.9731445,0.01436313987,643.9731445,0.01466958132,643.9731445,0.01361692976
642.947876,0.01545384061,642.947876,0.01455676556,642.947876,0.01411477756,642.947876,0.01343458891,642.947876,0.01447419263,642.947876,0.01338349003
642.0687866,0.01616815291,642.0687866,0.01445711777,642.0687866,0.01362689305,642.0687866,0.01413707994,642.0687866,0.01445106976,642.0687866,0.0132008465
641.0429077,0.01605822332,641.0429077,0.01534146443,641.0429077,0.01377620641,641.0429077,0.01382283587,641.0429077,0.01425602008,641.0429077,0.01349458657
640.0167236,0.01607982069,640.0167236,0.01445382647,640.0167236,0.01463445369,640.0167236,0.0137849981,640.0167236,0.01417486928,640.0167236,0.01364692673
638.9902344,0.01624736562,638.9902344,0.01422269084,638.9902344,0.01452649105,638.9902344,0.01355368365,638.9902344,0.01418444328,638.9902344,0.01398074534
637.9634399,0.01629168168,637.9634399,0.01440054644,637.9634399,0.01434716582,637.9634399,0.01384100784,637.9634399,0.01455122419,637.9634399,0.01322195493
636.9363403,0.01557826716,636.9363403,0.01458599698,636.9363403,0.01445015986,636.9363403,0.01400528662,636.9363403,0.01509138942,636.9363403,0.01397927478
636.0557251,0.01612814888,636.0557251,0.01446643192,636.0557251,0.01412298717,636.0557251,0.01339184586,636.0557251,0.01402164809,636.0557251,0.01320097968
635.0280762,0.0153930895,635.0280762,0.01441167854,635.0280762,0.01415855531,635.0280762,0.01416502707,635.0280762,0.01415521186,635.0280762,0.01374537311
634.0001221,0.01670584083,634.0001221,0.01446688641,634.0001221,0.01450973563,634.0001221,0.01370970532,634.0001221,0.0137431547,634.0001221,0.01324124914
632.9718628,0.01692129299,632.9718628,0.01455068868,632.9718628,0.01397879329,632.9718628,0.01385586709,632.9718628,0.0145882722,632.9718628,0.01334961411
631.9433594,0.01583815366,631.9433594,0.01429919619,631.9433594,0.01437009592,631.9433594,0.01415641513,631.9433594,0.01411111373,631.9433594,0.01335364487
631.0614624,0.0160247013,631.0614624,0.01447826065,631.0614624,0.01373244077,631.0614624,0.01410186198,631.0614624,0.01406402607,631.0614624,0.01341133472
630.0324097,0.01580736041,630.0324097,0.01419238746,630.0324097,0.01388678886,630.0324097,0.01447504945,630.0324097,0.01451166254,630.0324097,0.01384362765
629.0029907,0.01604175754,629.0029907,0.01457772497,629.0029907,0.01402210258,629.0029907,0.01357334014,629.0029907,0.01447234582,629.0029907,0.01344882045
627.9732666,0.01595468633,627.9732666,0.01425470971,627.9732666,0.01384910569,627.9732666,0.01390132867,627.9732666,0.01430272777,627.9732666,0.01400750503
626.9432983,0.01583345421,626.9432983,0.01438122708,626.9432983,0.01426880714,626.9432983,0.01411314588,626.9432983,0.01475055795,626.9432983,0.01408279594
626.0602417,0.01602271385,626.0602417,0.01459667832,626.0602417,0.01461156365,626.0602417,0.01427998859,626.0602417,0.01460778899,626.0602417,0.0140884649
625.0296631,0.0166184213,625.0296631,0.01509484742,625.0296631,0.0146220848,625.0296631,0.01407528296,625.0296631,0.01418955158,625.0296631,0.01350043435
623.9988403,0.01653744653,623.9988403,0.01489471272,623.9988403,0.01422606129,623.9988403,0.01385682914,623.9988403,0.01430117618,623.9988403,0.01373783778
622.9677124,0.01673946902,622.9677124,0.01454137359,622.9677124,0.01458987873,622.9677124,0.01426597126,622.9677124,0.01431701425,622.9677124,0.01411028486
621.9362793,0.01622208022,621.9362793,0.01474828087,621.9362793,0.01429258846,621.9362793,0.01474471949,621.9362793,0.0148599688,621.9362793,0.0136035746
621.052002,0.01641166955,621.052002,0.0151710771,621.052002,0.01486278139,621.052002,0.01422440261,621.052002,0.01472747326,621.052002,0.01401140913
620.0200195,0.01660086028,620.0200195,0.01498446614,620.0200195,0.01417981647,620.0200195,0.01402528398,620.0200195,0.01467946172,620.0200195,0.01444649324
618.9877319,0.01612298936,618.9877319,0.01481033489,618.9877319,0.01428964641,618.9877319,0.01404466759,618.9877319,0.01440836024,618.9877319,0.01429756451
617.9552002,0.01614555717,617.9552002,0.01437600981,617.9552002,0.0139057124,617.9552002,0.01429959759,617.9552002,0.01397181675,617.9552002,0.01405811682
617.0698853,0.01605728269,617.0698853,0.01480621006,617.0698853,0.01369412988,617.0698853,0.01385471784,617.0698853,0.01431457978,617.0698853,0.01362384763
616.0368042,0.015772596,616.0368042,0.01440022513,616.0368042,0.01430826541,616.0368042,0.01421006676,616.0368042,0.01439118106,616.0368042,0.01341112144
615.003418,0.01576102711,615.003418,0.01423582435,615.003418,0.01423847303,615.003418,0.01415042486,615.003418,0.01445500366,615.003418,0.01357932296
613.9697266,0.01656452566,613.9697266,0.01397374086,613.9697266,0.01444847416,613.9697266,0.01334371418,613.9697266,0.01387323905,613.9697266,0.01336386893
612.935791,0.01556308102,612.935791,0.0140698012,612.935791,0.01425840054,612.935791,0.01350732427,612.935791,0.01377631351,612.935791,0.01264815405
612.0493164,0.0157215707,612.0493164,0.01459228806,612.0493164,0.01340169646,612.0493164,0.01371400617,612.0493164,0.01381123811,612.0493164,0.01414697524
611.0148315,0.01520943921,611.0148315,0.01431944873,611.0148315,0.01370836888,611.0148315,0.01469617058,611.0148315,0.01363640185,611.0148315,0.0133013539
609.9799805,0.01535825152,609.9799805,0.01397406217,609.9799805,0.01384047419,609.9799805,0.01403236948,609.9799805,0.01388117671,609.9799805,0.01328710094
608.9449463,0.01616487466,608.9449463,0.01392530464,608.9449463,0.01382981054,608.9449463,0.01354524493,608.9449463,0.01409504283,608.9449463,0.01326075848
608.0574951,0.01508359052,608.0574951,0.01414670795,608.0574951,0.01353707258,608.0574951,0.0138182668,608.0574951,0.01398125291,608.0574951,0.01374026947
607.0218506,0.0152174551,607.0218506,0.01393065043,607.0218506,0.01409843937,607.0218506,0.01369263418,607.0218506,0.01371224318,607.0218506,0.01274880022
605.9859619,0.01512063108,605.9859619,0.01370473579,605.9859619,0.01419415232,605.9859619,0.0137513848,605.9859619,0.01353985071,605.9859619,0.01312730927
604.9497681,0.01511752233,604.9497681,0.01396756619,604.9497681,0.01361805201,604.9497681,0.01343239937,604.9497681,0.0135240946,604.9497681,0.01355531346
604.0614014,0.01536565367,604.0614014,0.01385487802,604.0614014,0.01355643477,604.0614014,0.01384488307,604.0614014,0.01339571644,604.0614014,0.01324760076
603.0247192,0.01514159143,603.0247192,0.01408833172,603.0247192,0.01439094078,603.0247192,0.01349909883,603.0247192,0.0137375975,603.0247192,0.01305047702
601.9876709,0.01558140665,601.9876709,0.01382107195,601.9876709,0.01362721343,601.9876709,0.01308600977,601.9876709,0.01353018265,601.9876709,0.01291514561
600.9504395,0.01503146626,600.9504395,0.01330121979,600.9504395,0.0138955554,600.9504395,0.01333399769,600.9504395,0.01296656299,600.9504395,0.01286682673
600.0610962,0.01499724668,600.0610962,0.01368229557,600.0610962,0.01361671649,600.0610962,0.01308171544,600.0610962,0.01325806323,600.0610962,0.01267485972
599.0232544,0.0147534227,599.0232544,0.01366175245,599.0232544,0.01352433488,599.0232544,0.01339638419,599.0232544,0.01298920717,599.0232544,0.01281358209
597.9851685,0.01484309323,597.9851685,0.01369017642,597.9851685,0.01285976078,597.9851685,0.01319174748,597.9851685,0.01294007991,597.9851685,0.01263293717
596.9468384,0.01516692247,596.9468384,0.01346585527,596.9468384,0.01326350775,596.9468384,0.01324210316,596.9468384,0.01299534179,596.9468384,0.01290885173
596.0565796,0.01483953092,596.0565796,0.01371104084,596.0565796,0.0133976927,596.0565796,0.01302750967,596.0565796,0.01305927988,596.0565796,0.01224021334
595.0176392,0.01518941298,595.0176392,0.01318683755,595.0176392,0.01306613535,595.0176392,0.01299944893,595.0176392,0.01303409785,595.0176392,0.01290247869
593.9784546,0.01545330416,593.9784546,0.01334256679,593.9784546,0.01304930262,593.9784546,0.01299784891,593.9784546,0.01276594121,593.9784546,0.01222027093
592.9390259,0.01424010471,592.9390259,0.01326799113,592.9390259,0.01252885442,592.9390259,0.01233011205,592.9390259,0.01236316282,592.9390259,0.01223211922
592.0478516,0.01478028484,592.0478516,0.01315228269,592.0478516,0.01315639168,592.0478516,0.01245044917,592.0478516,0.01274053659,592.0478516,0.0123016173
591.0078735,0.01499896217,591.0078735,0.01296469662,591.0078735,0.01274216268,591.0078735,0.0131686395,591.0078735,0.01255533937,591.0078735,0.01258547604
589.9675903,0.01442888472,589.9675903,0.01241424866,589.9675903,0.01260991208,589.9675903,0.01237338968,589.9675903,0.01247639675,589.9675903,0.0120072728
588.927063,0.01382379793,588.927063,0.01329185162,588.927063,0.0123162372,588.927063,0.01241211779,588.927063,0.01252232678,588.927063,0.01158307772
588.0349731,0.01404547039,588.0349731,0.01247511804,588.0349731,0.01232486591,588.0349731,0.01194327604,588.0349731,0.01258022618,588.0349731,0.01165967714
586.9938965,0.01412183698,586.9938965,0.01333952323,586.9938965,0.01226303261,586.9938965,0.01211122982,586.9938965,0.01246161107,586.9938965,0.01164723281
585.9525757,0.01338330284,585.9525757,0.01252627,585.9525757,0.0119806882,585.9525757,0.01185635757,585.9525757,0.01206994709,585.9525757,0.01192989293
585.0597534,0.01365811937,585.0597534,0.01248044614,585.0597534,0.01193760894,585.0597534,0.01157302782,585.0597534,0.01217256207,585.0597534,0.01150032412
584.0179443,0.01390047371,584.0179443,0.01270644367,584.0179443,0.01234425325,584.0179443,0.01199963503,584.0179443,0.01203489676,584.0179443,0.0113400463
582.9758301,0.01347717643,582.9758301,0.01176671684,582.9758301,0.01212996989,582.9758301,0.0115083782,582.9758301,0.01157693565,582.9758301,0.01111364178
581.9334106,0.01297123078,581.9334106,0.01202049851,581.9334106,0.01228175219,581.9334106,0.01126950607,581.9334106,0.0110383071,581.9334106,0.01087788027
581.0397339,0.01350281108,581.0397339,0.01173344534,581.0397339,0.01175727509,581.0397339,0.0112062823,581.0397339,0.01143292058,581.0397339,0.01097819675
579.9968262,0.01326099876,579.9968262,0.01198470686,579.9968262,0.01154445019,579.9968262,0.01084223576,579.9968262,0.01169499103,579.9968262,0.01115361229
578.9536743,0.01279065385,578.9536743,0.01167480741,578.9536743,0.01185457502,578.9536743,0.0111740632,578.9536743,0.01117988024,578.9536743,0.01056924742
578.0592651,0.01249941438,578.0592651,0.01130678039,578.0592651,0.01107696816,578.0592651,0.01064298954,578.0592651,0.01102686301,578.0592651,0.01067466568
577.015625,0.01256495807,577.015625,0.0118297562,577.015625,0.01055755094,577.015625,0.01060725749,577.015625,0.01041541062,577.015625,0.01016998477
575.9716187,0.01260969881,575.9716187,0.01118343975,575.9716187,0.0106718801,575.9716187,0.01016097516,575.9716187,0.01029242855,575.9716187,0.01002293825
574.9274292,0.01221774146,574.9274292,0.01099399291,574.9274292,0.01077220123,574.9274292,0.01028778963,574.9274292,0.01029470842,574.9274292,0.01003917772
574.0321655,0.01199625526,574.0321655,0.01064842753,574.0321655,0.01043413021,574.0321655,0.01011932082,574.0321655,0.01040562708,574.0321655,0.009870777838
572.9874268,0.01248625387,572.9874268,0.01030324399,572.9874268,0.01021561865,572.9874268,0.009612902999,572.9874268,0.009738657624,572.9874268,0.009406389669
571.9424438,0.01152174827,571.9424438,0.01033614017,571.9424438,0.01024702471,571.9424438,0.009503323585,571.9424438,0.009455832653,571.9424438,0.009526872076
571.0465088,0.0117794564,571.0465088,0.0102218464,571.0465088,0.01017337665,571.0465088,0.009533804841,571.0465088,0.009610944428,571.0465088,0.009109136648
570.0009766,0.011109313,570.0009766,0.009174805135,570.0009766,0.009630396962,570.0009766,0.009199948981,570.0009766,0.009152808227,570.0009766,0.008775368333
568.9552002,0.0114080729,568.9552002,0.009525285102,568.9552002,0.008958643302,568.9552002,0.008881461807,568.9552002,0.009006212465,568.9552002,0.008552172221
568.0585938,0.01051986311,568.0585938,0.009161189198,568.0585938,0.009111382999,568.0585938,0.008629268967,568.0585938,0.00871889852,568.0585938,0.008449353278
567.0123291,0.010652964,567.0123291,0.00890796259,567.0123291,0.00912211556,567.0123291,0.008683139458,567.0123291,0.008476196788,567.0123291,0.008085446432
565.9658203,0.01021434646,565.9658203,0.008775130846,565.9658203,0.008216536604,565.9658203,0.008431352675,565.9658203,0.008337507956,565.9658203,0.007503296249
565.0685425,0.009969087318,565.0685425,0.008512546308,565.0685425,0.008290856145,565.0685425,0.007739973255,565.0685425,0.008114588447,565.0685425,0.007409072481
564.0215454,0.009544124827,564.0215454,0.007994101383,564.0215454,0.008044913411,564.0215454,0.007462396752,564.0215454,0.00757949613,564.0215454,0.007166391239
562.9742432,0.009419140406,562.9742432,0.00795125775,562.9742432,0.007539142389,562.9742432,0.007436694577,562.9742432,0.00769430818,562.9742432,0.0070075728
561.9266968,0.009224617854,561.9266968,0.007550389506,561.9266968,0.007549230475,561.9266968,0.007188444957,561.9266968,0.007085185498,561.9266968,0.006731305271
561.0285645,0.008743751794,561.0285645,0.007357123774,561.0285645,0.006843395531,561.0285645,0.006640139967,561.0285645,0.006752653513,561.0285645,0.006634515245
559.9804688,0.008759995922,559.9804688,0.006925292313,559.9804688,0.006757727824,559.9804688,0.006466826424,559.9804688,0.006556168199,559.9804688,0.006442864891
558.9321899,0.008299510926,558.9321899,0.006609125063,558.9321899,0.006812287029,558.9321899,0.006337129511,558.9321899,0.006267213728,558.9321899,0.006328488234
558.0333862,0.00789642334,558.0333862,0.006646133028,558.0333862,0.006185808685,558.0333862,0.006005405914,558.0333862,0.005948953331,558.0333862,0.005992492661
556.9845581,0.007518835366,556.9845581,0.006029448006,556.9845581,0.005866505671,556.9845581,0.005621354561,556.9845581,0.005604336038,556.9845581,0.005212727003
555.9354858,0.007301548496,555.9354858,0.005836647935,555.9354858,0.005884400569,555.9354858,0.005442575552,555.9354858,0.005217390601,555.9354858,0.004950035363
555.0360718,0.007068925072,555.0360718,0.005427083932,555.0360718,0.006000235211,555.0360718,0.00501824636,555.0360718,0.005069261417,555.0360718,0.004868614487
553.9865112,0.006523950491,553.9865112,0.005398566835,553.9865112,0.005039484706,553.9865112,0.0045435559,553.9865112,0.005025290884,553.9865112,0.004533824977
552.9367065,0.00638598809,552.9367065,0.005100035574,552.9367065,0.004693049472,552.9367065,0.004461243749,552.9367065,0.00463676732,552.9367065,0.004429181106
552.0366821,0.006154511124,552.0366821,0.004857829306,552.0366821,0.004602468107,552.0366821,0.004188132938,552.0366821,0.004277477507,552.0366821,0.003976371605
550.9863281,0.005904263817,550.9863281,0.004911731463,550.9863281,0.004045214038,550.9863281,0.003992751706,550.9863281,0.004149138462,550.9863281,0.003528052941
549.935791,0.005787248258,549.935791,0.004363049287,549.935791,0.003681792179,549.935791,0.00338647305,549.935791,0.003696986241,549.935791,0.003154972335
549.0350952,0.005590018816,549.0350952,0.003816965735,549.0350952,0.003789102426,549.0350952,0.003372907173,549.0350952,0.003331768792,549.0350952,0.00321197533
547.9840698,0.005267485511,547.9840698,0.003827959998,547.9840698,0.003447837895,547.9840698,0.003263613209,547.9840698,0.003684533294,547.9840698,0.002887449926
546.9327393,0.005197584629,546.9327393,0.003450525226,546.9327393,0.003270733403,546.9327393,0.002915333724,546.9327393,0.003057203256,546.9327393,0.002554756356
546.0314331,0.004622299224,546.0314331,0.003389421152,546.0314331,0.003189966083,546.0314331,0.002718466567,546.0314331,0.002800891874,546.0314331,0.002453529742
544.9796143,0.004339046776,544.9796143,0.003363463562,544.9796143,0.003073392203,544.9796143,0.002667883178,544.9796143,0.002819963498,544.9796143,0.002133056289
543.9276123,0.004261740018,543.9276123,0.003040180542,543.9276123,0.002863997826,543.9276123,0.00240709004,543.9276123,0.002599154599,543.9276123,0.002202439588
543.0256348,0.004317921586,543.0256348,0.00296571129,543.0256348,0.002792450599,543.0256348,0.002581525128,543.0256348,0.002509555547,543.0256348,0.002040406456
541.9730835,0.004094860516,541.9730835,0.002676973352,541.9730835,0.002429840853,541.9730835,0.002126449021,541.9730835,0.002231944585,541.9730835,0.001860053279
541.0707397,0.004000432789,541.0707397,0.002945642918,541.0707397,0.002523719566,541.0707397,0.002141354606,541.0707397,0.00232156436,541.0707397,0.001927702921
540.0177612,0.00407711789,540.0177612,0.002906942274,540.0177612,0.002826190554,540.0177612,0.002177723683,540.0177612,0.002809255151,540.0177612,0.002190940082
538.9644775,0.004232123028,538.9644775,0.003285704413,538.9644775,0.002984659746,538.9644775,0.002287577605,538.9644775,0.002823819406,538.9644775,0.001990812132
538.0615234,0.004271883052,538.0615234,0.003128350945,538.0615234,0.003235628828,538.0615234,0.002433354966,538.0615234,0.002717111958,538.0615234,0.00233704946
537.0078125,0.004608066753,537.0078125,0.003186758608,537.0078125,0.003097794252,537.0078125,0.00269273133,537.0078125,0.002788490616,537.0078125,0.002356230747
535.9537964,0.005403651856,535.9537964,0.003615852445,535.9537964,0.003362081014,535.9537964,0.003021177603,535.9537964,0.003084784839,535.9537964,0.002615456935
535.0502319,0.005777017213,535.0502319,0.003891006578,535.0502319,0.003657853231,535.0502319,0.003319378477,535.0502319,0.003602044657,535.0502319,0.002891619457
533.9957886,0.005569304805,533.9957886,0.004233534914,533.9957886,0.004113675561,533.9957886,0.003980682231,533.9957886,0.003799600061,533.9957886,0.003284269944
532.9411011,0.006691398565,532.9411011,0.004881755915,532.9411011,0.004551638849,532.9411011,0.004561893176,532.9411011,0.004558806308,532.9411011,0.004063269123
532.0368652,0.006645817775,532.0368652,0.00528401928,532.0368652,0.005192371551,532.0368652,0.004775012843,532.0368652,0.004860604182,532.0368652,0.004544942174
530.9816895,0.007298442069,530.9816895,0.006038346328,530.9816895,0.005627753213,530.9816895,0.005288106855,530.9816895,0.005563588813,530.9816895,0.005095740315
529.9262695,0.007994707674,529.9262695,0.006762618199,529.9262695,0.0068627242,529.9262695,0.006407345645,529.9262695,0.006729675457,529.9262695,0.00589862233
529.0214233,0.008517693728,529.0214233,0.007597961929,529.0214233,0.007088527083,529.0214233,0.007004389539,529.0214233,0.007288175635,529.0214233,0.006480200216
527.9655762,0.01009981986,527.9655762,0.008163014427,527.9655762,0.008251782507,527.9655762,0.007566878572,527.9655762,0.00755344471,527.9655762,0.00705337571
527.0603027,0.01031427085,527.0603027,0.008902704343,527.0603027,0.009250849485,527.0603027,0.008937028237,527.0603027,0.008523950353,527.0603027,0.008042777888
526.0039673,0.0113698598,526.0039673,0.009804792702,526.0039673,0.009828145616,526.0039673,0.009508165531,526.0039673,0.009185010567,526.0039673,0.008724682033
524.9473877,0.01273581851,524.9473877,0.01075481996,524.9473877,0.01039984729,524.9473877,0.009991336614,524.9473877,0.01049183216,524.9473877,0.009637515992
524.0415649,0.01292866655,524.0415649,0.01140328869,524.0415649,0.01110554207,524.0415649,0.01066511497,524.0415649,0.01077010483,524.0415649,0.0105245309
522.9844971,0.01367526967,522.9844971,0.01280976925,522.9844971,0.01251188293,522.9844971,0.01169852726,522.9844971,0.01235325541,522.9844971,0.01137275621
521.9271851,0.01465879101,521.9271851,0.01319727115,521.9271851,0.01379210595,521.9271851,0.01291026548,521.9271851,0.01295410842,521.9271851,0.01241672598
521.020752,0.01584489085,521.020752,0.01434192248,521.020752,0.01480489783,521.020752,0.01362235192,521.020752,0.01436292566,521.020752,0.0135925971
519.9630127,0.01640134677,519.9630127,0.01515823789,519.9630127,0.0148773808,519.9630127,0.01475144085,519.9630127,0.01492337789,519.9630127,0.01442147233
519.0561523,0.01771702059,519.0561523,0.01550542563,519.0561523,0.0156116467,519.0561523,0.01542548928,519.0561523,0.01612293534,519.0561523,0.01486259419
517.9979858,0.01811378449,517.9979858,0.01678063348,517.9979858,0.01695359126,517.9979858,0.01619416103,517.9979858,0.01638804004,517.9979858,0.01608110964
516.9395142,0.01978464052,516.9395142,0.01804035529,516.9395142,0.0172800757,516.9395142,0.01727754436,516.9395142,0.01757443137,516.9395142,0.01678165607
516.0320435,0.01971350051,516.0320435,0.0186090637,516.0320435,0.01817092299,516.0320435,0.01784374192,516.0320435,0.01813624054,516.0320435,0.01743178256
514.9731445,0.02155570686,514.9731445,0.01930325665,514.9731445,0.01904085651,514.9731445,0.01862924732,514.9731445,0.01886806637,514.9731445,0.01835928857
514.0653687,0.02099519223,514.0653687,0.01981436089,514.0653687,0.01934065856,514.0653687,0.01960155927,514.0653687,0.01947911642,514.0653687,0.01882064901
513.0059814,0.02176383324,513.0059814,0.02055113949,513.0059814,0.02022923902,513.0059814,0.01993736066,513.0059814,0.01985004544,513.0059814,0.01952021569
511.9463806,0.02252047881,511.9463806,0.02113385312,511.9463806,0.02157912962,511.9463806,0.02089011855,511.9463806,0.02066696249,511.9463806,0.02025275305
511.0379639,0.02390924655,511.0379639,0.02167288586,511.0379639,0.02175455354,511.0379639,0.0211254023,511.0379639,0.02181426808,511.0379639,0.02075156197
509.9779358,0.02406295948,509.9779358,0.02282465622,509.9779358,0.02247137949,509.9779358,0.021590719,509.9779358,0.02183917537,509.9779358,0.02182256989
509.0691223,0.02372567728,509.0691223,0.02276635729,509.0691223,0.02302517742,509.0691223,0.02179251984,509.0691223,0.0223924946,509.0691223,0.02174802125
