10uM,,20uM,,40uM,,80uM,,160uM,,320uM,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
800.0369873,0.01047578827,800.0369873,0.009062296711,800.0369873,0.01122915372,800.0369873,0.009351689368,800.0369873,0.002842527349,800.0369873,0.009161823429
799.0648804,0.009676291607,799.0648804,0.01046297979,799.0648804,0.0119644301,799.0648804,0.01006143074,799.0648804,0.003307118779,799.0648804,0.009920220822
797.9534302,0.01175551955,797.9534302,0.01052201167,797.9534302,0.01091326308,797.9534302,0.009418003261,797.9534302,0.002909965347,797.9534302,0.008598692715
796.9805298,0.01137881447,796.9805298,0.008970165625,796.9805298,0.01065076236,796.9805298,0.008558138274,796.9805298,0.003053475404,796.9805298,0.008010291494
796.0072632,0.01138301287,796.0072632,0.009987231344,796.0072632,0.01157441083,796.0072632,0.008675771765,796.0072632,0.00217319699,796.0072632,0.007832318544
795.0336304,0.01019788906,795.0336304,0.01087408513,795.0336304,0.01035501529,795.0336304,0.01010609977,795.0336304,0.003580720164,795.0336304,0.009285597131
794.0596313,0.009945619851,794.0596313,0.01078387722,794.0596313,0.01060789451,794.0596313,0.008850471117,794.0596313,0.003726070747,794.0596313,0.009004308842
792.9459839,0.01049997285,792.9459839,0.009443398565,792.9459839,0.01022078656,792.9459839,0.00974795036,792.9459839,0.002635067329,792.9459839,0.008487019688
791.9711304,0.0101998765,791.9711304,0.009631588124,791.9711304,0.009882218204,791.9711304,0.008824422956,791.9711304,0.002529135207,791.9711304,0.008663623594
790.9959717,0.01007920783,790.9959717,0.008180634119,790.9959717,0.009504223242,790.9959717,0.01114498079,790.9959717,0.002032604069,790.9959717,0.008654988371
790.0203857,0.009371579625,790.0203857,0.01068182848,790.0203857,0.01014014706,790.0203857,0.008130677044,790.0203857,0.001786617679,790.0203857,0.008238538168
789.0444336,0.01026059501,789.0444336,0.00916645024,789.0444336,0.009380810894,789.0444336,0.008966783062,789.0444336,0.001808452187,789.0444336,0.008663650602
788.0681152,0.009210392833,788.0681152,0.009139510803,788.0681152,0.009053045884,788.0681152,0.008172298782,788.0681152,0.0009941486642,788.0681152,0.006724759005
786.9518433,0.008830076084,786.9518433,0.007934569381,786.9518433,0.009470622055,786.9518433,0.006558612455,786.9518433,0.001827896107,786.9518433,0.007772202138
785.9747314,0.009676238522,785.9747314,0.00915471185,785.9747314,0.008225480095,785.9747314,0.008134053089,785.9747314,0.0007422410417,785.9747314,0.007006757427
784.9972534,0.008740793914,784.9972534,0.008459409699,784.9972534,0.009170389734,784.9972534,0.007621829398,784.9972534,0.002486123936,784.9972534,0.00677786814
784.0194092,0.008825057186,784.0194092,0.008986497298,784.0194092,0.00847817678,784.0194092,0.007458235603,784.0194092,0.0006239892682,784.0194092,0.0074292426
783.0411987,0.008668562397,783.0411987,0.007694439963,783.0411987,0.009897630662,783.0411987,0.007600807119,783.0411987,0.0009192510042,783.0411987,0.007470375858
782.062561,0.009088411927,782.062561,0.00779346982,782.062561,0.008806036785,782.062561,0.00828998629,782.062561,0.0005454231868,782.062561,0.008303336799
780.9437256,0.009009832516,780.9437256,0.006938574836,780.9437256,0.009103452787,780.9437256,0.007875835523,780.9437256,0.0003599122865,780.9437256,0.007362362929
779.9643555,0.009116353467,779.9643555,0.007140838541,779.9643555,0.008790610358,779.9643555,0.008120021783,779.9643555,-0.0008051868645,779.9643555,0.006584551185
778.9845581,0.008720535785,778.9845581,0.007856145501,778.9845581,0.008723916486,778.9845581,0.007459762972,778.9845581,0.0003305601422,778.9845581,0.00588012347
778.0044556,0.008703210391,778.0044556,0.008212737739,778.0044556,0.009600014426,778.0044556,0.007693333551,778.0044556,0.0006771350745,778.0044556,0.008790768683
777.0239868,0.007878630422,777.0239868,0.007377423346,777.0239868,0.007918171585,777.0239868,0.006340150256,777.0239868,0.001117587904,777.0239868,0.005623898469
776.0430908,0.008801757358,776.0430908,0.006925897207,776.0430908,0.008739208803,776.0430908,0.007047403604,776.0430908,0.0001669448102,776.0430908,0.006144507788
775.0618896,0.007927847095,775.0618896,0.007048166357,775.0618896,0.008211946115,775.0618896,0.006104103755,775.0618896,0.0003663891985,775.0618896,0.006289668847
773.9400635,0.008041221648,773.9400635,0.008203425445,773.9400635,0.009367876686,773.9400635,0.006526683457,773.9400635,-0.0005616210983,773.9400635,0.00700154854
772.9580078,0.008663755842,772.9580078,0.006806791294,772.9580078,0.009266371839,772.9580078,0.007068530656,772.9580078,0.0004168864689,772.9580078,0.005715165287
771.975647,0.008524927311,771.975647,0.005911375396,771.975647,0.007630681153,771.975647,0.006377844606,771.975647,0.0009472679812,771.975647,0.005844466388
770.9929199,0.008580448106,770.9929199,0.007317896467,770.9929199,0.008706432767,770.9929199,0.005928405561,770.9929199,0.0007364326739,770.9929199,0.006262565497
770.0098267,0.007951626554,770.0098267,0.006442786194,770.0098267,0.008982030675,770.0098267,0.007035011891,770.0098267,0.000619141676,770.0098267,0.006807711907
769.0263672,0.008049686439,769.0263672,0.00671574194,769.0263672,0.007582525257,769.0263672,0.006296024658,769.0263672,-2.842186404E-05,769.0263672,0.006290771533
768.0425415,0.007390825078,768.0425415,0.00671574194,768.0425415,0.007489127107,768.0425415,0.006291507278,768.0425415,-0.0003842883452,768.0425415,0.005893531721
767.0583496,0.007266063709,767.0583496,0.005950606894,767.0583496,0.007721290458,767.0583496,0.006143772509,767.0583496,0.000513078121,767.0583496,0.005834339187
765.9331055,0.00880215317,765.9331055,0.006727650762,765.9331055,0.006938732695,765.9331055,0.005344866309,765.9331055,-0.000139865253,765.9331055,0.006055302918
764.9481201,0.007416945416,764.9481201,0.007256403565,764.9481201,0.00695030624,764.9481201,0.004765826743,764.9481201,-5.777363913E-05,764.9481201,0.005838694517
763.9628296,0.007344460115,763.9628296,0.0065346458,763.9628296,0.00714760134,763.9628296,0.005189044401,763.9628296,-1.496183177E-05,763.9628296,0.005649519153
762.9771118,0.007558581419,762.9771118,0.005798371043,762.9771118,0.006627944298,762.9771118,0.006109774113,762.9771118,-1.496183177E-05,762.9771118,0.005263188388
761.9910889,0.007113392465,761.9910889,0.00619040383,761.9910889,0.007039247546,761.9910889,0.006005773321,761.9910889,-0.001282927347,761.9910889,0.004824795295
761.0046387,0.007144943811,761.0046387,0.006309734657,761.0046387,0.00692760665,761.0046387,0.005114624742,761.0046387,-0.001547601656,761.0046387,0.005283049773
760.0178833,0.007283831947,760.0178833,0.006655963603,760.0178833,0.00646882318,760.0178833,0.005029533058,760.0178833,-0.0009661795339,760.0178833,0.004170673899
759.0307617,0.006955777295,759.0307617,0.005663680844,759.0307617,0.00665998552,759.0307617,0.005090423394,759.0307617,-0.001808866742,759.0307617,0.004432345275
758.0432739,0.006301093381,758.0432739,0.006004093681,758.0432739,0.006673575845,758.0432739,0.00565159088,758.0432739,-0.001732968609,758.0432739,0.003729256103
757.055481,0.006080897059,757.055481,0.004958387464,757.055481,0.00608050311,757.055481,0.00437405752,757.055481,-0.002527900273,757.055481,0.003422685666
756.0672607,0.006534409244,756.0672607,0.005311061163,756.0672607,0.006283365656,756.0672607,0.004590460099,756.0672607,-0.001475733938,756.0672607,0.003352063475
754.937439,0.005891878624,754.937439,0.004874923732,754.937439,0.00570060825,754.937439,0.003769857809,754.937439,-0.002715061652,754.937439,0.00477019744
753.9484863,0.005439115223,753.9484863,0.004892698955,753.9484863,0.006107017398,753.9484863,0.004397251178,753.9484863,-0.002596815117,753.9484863,0.003794873366
752.9591675,0.005793439224,752.9591675,0.004960482009,752.9591675,0.005660061724,752.9591675,0.0043370598,752.9591675,-0.002620127518,752.9591675,0.003811403411
751.9694824,0.004524487071,751.9694824,0.004809221253,751.9694824,0.004809535574,751.9694824,0.003366907127,751.9694824,-0.002722881967,751.9694824,0.003976423759
750.9794312,0.005187262781,750.9794312,0.004324379377,750.9794312,0.005365937017,750.9794312,0.004043855239,750.9794312,-0.002626920119,750.9794312,0.002473497298
749.9890747,0.004892149009,749.9890747,0.003817723133,749.9890747,0.005351051223,749.9890747,0.003530740971,749.9890747,-0.003269999288,749.9890747,0.002885756316
748.9983521,0.004760592245,748.9983521,0.00406980142,748.9983521,0.004088981077,748.9983521,0.003456161357,748.9983521,-0.003119007917,748.9983521,0.002708438085
748.0072632,0.005092178006,748.0072632,0.002923412481,748.0072632,0.004273399245,748.0072632,0.002870720811,748.0072632,-0.003826281056,748.0072632,0.002875593491
747.0158081,0.00420865044,747.0158081,0.003308214247,747.0158081,0.004235730506,747.0158081,0.003517222824,747.0158081,-0.003496747231,747.0158081,0.002244121861
746.0239868,0.003691216698,746.0239868,0.0021657045,746.0239868,0.00328593934,746.0239868,0.00180065399,746.0239868,-0.005247304682,746.0239868,0.001684452523
745.0318604,0.003538204823,745.0318604,0.00239058747,745.0318604,0.003772808472,745.0318604,0.002090578433,745.0318604,-0.003966510296,745.0318604,0.001635860419
744.0393677,0.003751710523,744.0393677,0.00254186755,744.0393677,0.003107571043,744.0393677,0.001647838973,744.0393677,-0.00486878166,744.0393677,0.0008682024782
743.0465088,0.003359080991,743.0465088,0.002518980764,743.0465088,0.003741997527,743.0465088,0.002146999817,743.0465088,-0.005047721788,743.0465088,0.0008880193927
742.0532837,0.003303910373,742.0532837,0.001762809115,742.0532837,0.002795733279,742.0532837,0.001877965638,742.0532837,-0.005723047536,742.0532837,0.0007081181393
741.0597534,0.00288260309,741.0597534,0.001342188451,741.0597534,0.00244332524,741.0597534,0.001971256919,741.0597534,-0.004715426359,741.0597534,0.0007477641921
740.0658569,0.002814491978,740.0658569,0.001915274537,740.0658569,0.002297258005,740.0658569,0.001511624316,740.0658569,-0.005987685639,740.0658569,0.000766512414
738.9295044,0.00270119682,738.9295044,0.001326738857,738.9295044,0.001894422807,738.9295044,0.001212766743,738.9295044,-0.006043698173,738.9295044,0.0002883359557
737.9348755,0.002228275873,737.9348755,0.001079491107,737.9348755,0.001733414014,737.9348755,0.0007167264121,737.9348755,-0.006483582314,737.9348755,-2.4435667E-05
736.9398804,0.001875157817,736.9398804,0.0007466232637,736.9398804,0.001486090478,736.9398804,0.0006501724711,736.9398804,-0.005958016962,736.9398804,-0.000464870187
735.944519,0.002257392276,735.944519,0.001602706499,735.944519,0.001723823952,735.944519,0.0006398027181,735.944519,-0.006120684557,735.944519,-6.848887278E-05
734.9488525,0.002007767791,734.9488525,0.00163300219,734.9488525,0.00195198867,734.9488525,0.0006517798174,734.9488525,-0.006298701279,734.9488525,-7.376874419E-05
733.9528198,0.001785526052,733.9528198,0.001735389233,733.9528198,0.002063658088,733.9528198,0.001024064608,733.9528198,-0.005783385597,733.9528198,0.0006604387891
732.9564209,0.00238173781,732.9564209,0.001908670529,732.9564209,0.002536685904,732.9564209,0.002078951802,732.9564209,-0.006004791707,732.9564209,0.0009038943099
731.9596558,0.002362295054,731.9596558,0.001726630726,731.9596558,0.00275608222,731.9596558,0.0009818507824,731.9596558,-0.005842131563,731.9596558,0.0004091651062
730.9625854,0.001383658266,730.9625854,0.001319832285,730.9625854,0.002169762738,730.9625854,0.0001065597171,730.9625854,-0.006566303782,730.9625854,0.000342451036
729.9651489,0.002044307534,729.9651489,0.001096255379,729.9651489,0.001480791601,729.9651489,-0.0001939461363,729.9651489,-0.006633612327,729.9651489,-0.0003119174216
728.9674072,0.001044122153,728.9674072,0.0003808460024,728.9674072,0.0008853995823,728.9674072,-0.00086512696,728.9674072,-0.007375809364,728.9674072,-0.0009114198037
727.9692993,0.0001310545485,727.9692993,-0.0009451030637,727.9692993,0.000438963034,727.9692993,-0.001291341265,727.9692993,-0.007855125703,727.9692993,-0.001952737803
726.9708252,-0.000703889993,726.9708252,-0.001133154146,726.9708252,-0.0008686404326,726.9708252,-0.00212407345,726.9708252,-0.008525138721,726.9708252,-0.002659955993
725.9720459,-0.001406589407,725.9720459,-0.001995153027,725.9720459,-0.0009504755726,725.9720459,-0.002893194091,725.9720459,-0.009472962469,725.9720459,-0.002487235935
724.9729004,-0.001931142178,724.9729004,-0.002596403472,724.9729004,-0.001942687435,724.9729004,-0.003279042663,724.9729004,-0.01033005863,724.9729004,-0.003408866702
723.9733887,-0.001903875498,723.9733887,-0.003304681741,723.9733887,-0.00249382481,723.9733887,-0.003056550631,723.9733887,-0.01013684459,723.9733887,-0.003944142256
722.9735718,-0.002592698205,722.9735718,-0.002978607779,722.9735718,-0.002574942773,722.9735718,-0.004010934848,722.9735718,-0.01043990068,722.9735718,-0.004657398444
721.9733887,-0.002958348719,721.9733887,-0.003969588317,721.9733887,-0.003256793367,721.9733887,-0.004566678777,721.9733887,-0.01119242888,721.9733887,-0.004595776554
720.9729004,-0.003478669096,720.9729004,-0.004117053002,720.9729004,-0.003040819196,720.9729004,-0.0051693446,720.9729004,-0.0110928705,720.9729004,-0.005274669267
719.9720459,-0.00297840219,719.9720459,-0.004339053761,719.9720459,-0.002922764281,719.9720459,-0.004628970753,719.9720459,-0.0115368478,719.9720459,-0.004743644036
718.9708252,-0.003382977098,718.9708252,-0.004111719783,718.9708252,-0.003305863356,718.9708252,-0.004751786124,718.9708252,-0.01170278154,718.9708252,-0.005077247974
717.9692993,-0.003212805372,717.9692993,-0.004061099142,717.9692993,-0.003672197694,717.9692993,-0.00428758841,717.9692993,-0.01174793299,717.9692993,-0.005056165624
716.9674683,-0.003194201738,716.9674683,-0.004267339129,716.9674683,-0.003443281399,716.9674683,-0.004847842734,716.9674683,-0.01168045588,716.9674683,-0.004594598431
715.965271,-0.003133554244,715.965271,-0.003787329188,715.965271,-0.002936443081,715.965271,-0.004515906796,715.965271,-0.01140151359,715.965271,-0.004575644154
714.9627075,-0.002833790379,714.9627075,-0.003512564814,714.9627075,-0.003199135419,714.9627075,-0.003926134203,714.9627075,-0.01085823961,714.9627075,-0.004846255761
713.9598389,-0.002218292095,713.9598389,-0.002798864618,713.9598389,-0.00238427124,713.9598389,-0.003116283566,713.9598389,-0.009901696816,713.9598389,-0.004215044901
712.956604,-0.001351936837,712.956604,-0.002253676765,712.956604,-0.001768753747,712.956604,-0.003321585245,712.956604,-0.008940557949,712.956604,-0.003330267966
711.953064,-0.0007410004619,711.953064,-0.001416652231,711.953064,-0.001078002271,711.953064,-0.001860678196,711.953064,-0.008612243459,711.953064,-0.002499795984
710.9491577,-0.0003768397146,710.9491577,-0.0008243582561,710.9491577,6.029260476E-05,710.9491577,-0.001102790586,710.9491577,-0.007786531933,710.9491577,-0.001498281024
709.9449463,0.001454194658,709.9449463,0.0004930709838,709.9449463,0.001282574376,709.9449463,-0.0001566853898,709.9449463,-0.007001125254,709.9449463,-0.0006568512763
708.9403687,0.00254548667,708.9403687,0.001404251903,708.9403687,0.001870634151,708.9403687,0.0004819275055,708.9403687,-0.006681639701,708.9403687,0.0002539379057
707.9354858,0.003617209848,707.9354858,0.00230311323,707.9354858,0.003268725006,707.9354858,0.001939741545,707.9354858,-0.005515606608,707.9354858,0.001592288027
706.9302368,0.004755933769,706.9302368,0.003865228035,706.9302368,0.004531601444,706.9302368,0.002747303108,706.9302368,-0.003783890512,706.9302368,0.002559808083
706.0683594,0.005981417373,706.0683594,0.004603095818,706.0683594,0.005171859171,706.0683594,0.004189909901,706.0683594,-0.002022414003,706.0683594,0.003855042392
705.0625,0.007332454901,705.0625,0.006302590482,705.0625,0.006967640482,705.0625,0.005623137578,705.0625,-0.001161605236,705.0625,0.005293923896
704.0563354,0.007927055471,704.0563354,0.008390471339,704.0563354,0.008480763994,704.0563354,0.007268775254,704.0563354,0.0002133786766,704.0563354,0.00662429072
703.0498047,0.009156879969,703.0498047,0.008825347759,703.0498047,0.009491496719,703.0498047,0.008235055953,703.0498047,0.001081048045,703.0498047,0.007419894449
702.0429688,0.01076519582,702.0429688,0.01049262751,702.0429688,0.01129713655,702.0429688,0.009352059104,702.0429688,0.002705390332,702.0429688,0.008758094162
701.0357666,0.01213055477,701.0357666,0.01181568392,701.0357666,0.01224628463,701.0357666,0.01053508651,701.0357666,0.00391736161,701.0357666,0.01025240496
700.0282593,0.01343274675,700.0282593,0.01289698575,700.0282593,0.01327839959,700.0282593,0.01246419549,700.0282593,0.005226455163,700.0282593,0.01157124713
699.0204468,0.01460797619,699.0204468,0.0142258741,699.0204468,0.01572532766,699.0204468,0.01345885918,699.0204468,0.007219501305,699.0204468,0.01317032054
698.0122681,0.01608769037,698.0122681,0.01584373787,698.0122681,0.01659437828,698.0122681,0.01458781771,698.0122681,0.007891994901,698.0122681,0.01447927766
697.0037842,0.01777931117,697.0037842,0.01734747738,697.0037842,0.01747985743,697.0037842,0.01649732701,697.0037842,0.009415304288,697.0037842,0.01604465768
695.9949341,0.01928412355,695.9949341,0.01918241195,695.9949341,0.0195911061,695.9949341,0.01758362353,695.9949341,0.01091960724,695.9949341,0.01648434065
694.9857788,0.02024928108,694.9857788,0.01952571236,694.9857788,0.01937216334,694.9857788,0.01783689111,694.9857788,0.01160748396,694.9857788,0.0181336496
693.9763184,0.02083406039,693.9763184,0.02030640282,693.9763184,0.02106132545,693.9763184,0.01941582374,693.9763184,0.0129092792,693.9763184,0.01880905218
692.9664917,0.02263688296,692.9664917,0.02107664943,692.9664917,0.02164491452,692.9664917,0.02012624778,692.9664917,0.01388745755,692.9664917,0.02078213729
691.9563599,0.02318444848,691.9563599,0.02256069332,691.9563599,0.02241002023,691.9563599,0.02133171819,691.9563599,0.01451846119,691.9563599,0.02055749111
690.9458618,0.02344682254,690.9458618,0.02334907651,690.9458618,0.02367105708,690.9458618,0.02294357121,690.9458618,0.01566504873,690.9458618,0.021480795
689.9350586,0.02493998781,689.9350586,0.0248194579,689.9350586,0.02444880642,689.9350586,0.02309440449,689.9350586,0.01648337208,689.9350586,0.02277396806
689.0684204,0.02566739544,689.0684204,0.02490966767,689.0684204,0.02495747991,689.0684204,0.02391299419,689.0684204,0.01698863693,689.0684204,0.02359414101
688.0570068,0.02617277019,688.0570068,0.02574863657,688.0570068,0.02667444013,688.0570068,0.02569694631,688.0570068,0.01806696318,688.0570068,0.02586505748
687.0452881,0.0263289921,687.0452881,0.02661606297,687.0452881,0.02650706097,687.0452881,0.02662239224,687.0452881,0.01786100492,687.0452881,0.02482529543
686.0332642,0.02700258791,686.0332642,0.02650499716,686.0332642,0.02707652934,686.0332642,0.02575863525,686.0332642,0.01793019474,686.0332642,0.02537395433
685.020874,0.0275264252,685.020874,0.02599706501,685.020874,0.02683786303,685.020874,0.02567656897,685.020874,0.01882835291,685.020874,0.02506518923
684.0081787,0.02774231881,684.0081787,0.02675339207,684.0081787,0.02761935256,684.0081787,0.0264058169,684.0081787,0.01925595291,684.0081787,0.02517218143
682.9951782,0.02877590433,682.9951782,0.02744231559,682.9951782,0.02873328328,682.9951782,0.02729743719,682.9951782,0.01950968429,682.9951782,0.026415281
681.9818726,0.02876694128,681.9818726,0.02803084999,681.9818726,0.02911815606,681.9818726,0.02766837552,681.9818726,0.02018945478,681.9818726,0.02758556046
680.9682007,0.02948206477,680.9682007,0.02869569883,680.9682007,0.02910771966,680.9682007,0.02780752815,680.9682007,0.02108434029,680.9682007,0.0273981709
679.9542236,0.02997728251,679.9542236,0.02907657996,679.9542236,0.02894894592,679.9542236,0.02780349739,679.9542236,0.02096460201,679.9542236,0.02764801495
678.9398804,0.02942322567,678.9398804,0.02918174304,678.9398804,0.02972945012,678.9398804,0.02769022621,678.9398804,0.02106333524,678.9398804,0.02756785229
678.0702515,0.02967118658,678.0702515,0.02977491356,678.0702515,0.03012952395,678.0702515,0.02892559394,678.0702515,0.02208189107,678.0702515,0.02756691538
677.0553589,0.03078317456,677.0553589,0.02993288077,677.0553589,0.03083925322,677.0553589,0.02992530912,677.0553589,0.02189016342,677.0553589,0.02950084768
676.0401001,0.03118116222,676.0401001,0.03001084551,676.0401001,0.0306424275,676.0401001,0.02961534262,676.0401001,0.02247674949,676.0401001,0.02922211029
675.0245972,0.03136699274,675.0245972,0.02915646695,675.0245972,0.03019270487,675.0245972,0.02964937501,675.0245972,0.02154653892,675.0245972,0.02891729213
674.008728,0.03038091585,674.008728,0.02967537194,674.008728,0.03091337904,674.008728,0.02946397476,674.008728,0.02225536481,674.008728,0.02896042913
672.9925537,0.03112370335,672.9925537,0.03092774935,672.9925537,0.03113093413,672.9925537,0.0299933143,672.9925537,0.02292736061,672.9925537,0.02969227917
671.9760742,0.03126496822,671.9760742,0.03020774573,671.9760742,0.03055865504,671.9760742,0.0292102322,671.9760742,0.02233517915,671.9760742,0.02908959053
670.9592896,0.03119264916,670.9592896,0.03102994151,670.9592896,0.03135922924,670.9592896,0.02972867526,670.9592896,0.02246543579,670.9592896,0.03082522005
669.9421387,0.03153038025,669.9421387,0.03110568412,669.9421387,0.03197884187,669.9421387,0.02984267473,669.9421387,0.02306928858,669.9421387,0.02993368544
669.0700684,0.03092155047,669.0700684,0.03048181348,669.0700684,0.03124193661,669.0700684,0.03036078997,669.0700684,0.02240203321,669.0700684,0.02943375148
668.0523682,0.03125270084,668.0523682,0.03010083735,668.0523682,0.02998152748,668.0523682,0.03014511801,668.0523682,0.02330955118,668.0523682,0.02906019613
667.0343018,0.02998660319,667.0343018,0.02880314924,667.0343018,0.03028792515,667.0343018,0.02855916508,667.0343018,0.0219683852,667.0343018,0.02878787927
666.0159912,0.02981145494,666.0159912,0.02977411076,666.0159912,0.02956332825,666.0159912,0.02832145058,666.0159912,0.02161308192,666.0159912,0.02793449536
664.9973145,0.02943926305,664.9973145,0.02904530428,664.9973145,0.02996119671,664.9973145,0.02882583067,664.9973145,0.02088609897,664.9973145,0.02793322504
663.9783936,0.02927820943,663.9783936,0.02889698558,663.9783936,0.0289892368,663.9783936,0.02803339064,663.9783936,0.02108387835,663.9783936,0.02797502279
662.9591064,0.02926034853,662.9591064,0.02797872201,662.9591064,0.02929457463,662.9591064,0.02793093398,662.9591064,0.02017600462,662.9591064,0.02706674859
661.9395142,0.02899900451,661.9395142,0.02842482924,661.9395142,0.02880959399,661.9395142,0.02730383165,661.9395142,0.02053933404,661.9395142,0.02702035569
661.0653076,0.02893884666,661.0653076,0.02764128335,661.0653076,0.02877759002,661.0653076,0.02731397562,661.0653076,0.01999254338,661.0653076,0.02745235339
660.045105,0.02837077342,660.045105,0.02830025926,660.045105,0.02935121022,660.045105,0.02775081806,660.045105,0.01999999769,660.045105,0.02728916705
659.0246582,0.0289540384,659.0246582,0.02853337117,659.0246582,0.02833813988,659.0246582,0.02710187808,659.0246582,0.01998766325,659.0246582,0.02746716142
658.0038452,0.0282338988,658.0038452,0.02811982483,658.0038452,0.02894570865,658.0038452,0.0275620874,658.0038452,0.02027252503,658.0038452,0.02666951343
656.9827271,0.02831227705,656.9827271,0.02802055143,656.9827271,0.0289239604,656.9827271,0.0275589712,656.9827271,0.01989375427,656.9827271,0.02691654116
655.9613037,0.02867224813,655.9613037,0.02763612382,655.9613037,0.02888387069,655.9613037,0.02709578909,655.9613037,0.01945098862,655.9613037,0.0275091622
